iso3,X,year,kp,value,denominator,provincial_value,ratio,x,region,log_kp_prev,log_gen_prev,log_gen_prev2,logit_kp_prev,logit_gen_prev,logit_gen_prev2,positive,negative
CIV,67,2017,MSM,0.123,365,0.0154633025842455,7.95431631308286,NA,WCA,-2.0955709236097197,-4.169285637404706,-4.169285637404706,-1.9643226369997655,-4.1537015309881085,-4.1537015309881085,45,320
CIV,68,2019,PWID,0.034,851,0.0132918032059856,2.55796745355732,NA,WCA,-3.3813947543659757,-4.32060773404736,-4.32060773404736,-3.3468033095963565,-4.307226804174688,-4.307226804174688,29,822
CIV,69,2011,FSW,0.117,528,0.0142307311781737,8.22164360601849,NA,WCA,-2.145581344184381,-4.2523514853350965,-4.2523514853350965,-2.021151265806204,-4.238018526291524,-4.238018526291524,62,466
CIV,70,2011,FSW,0.287,1096,0.0450219981419676,6.37466153978783,NA,WCA,-1.248273063222516,-3.100604061059599,-3.100604061059599,-0.9099992046546751,-3.0545370875892583,-3.0545370875892583,315,781
CIV,71,2011,FSW,0.334,1000,0.0450219981419676,7.41859565954402,NA,WCA,-1.0966142860054366,-3.100604061059599,-3.100604061059599,-0.6901486775636885,-3.0545370875892583,-3.0545370875892583,334,666
CIV,72,2011,FSW,0.444,568,0.0450219981419676,9.86184572705852,NA,WCA,-0.8119307165499123,-3.100604061059599,-3.100604061059599,-0.22494373181835772,-3.0545370875892583,-3.0545370875892583,252,316
CIV,73,2014,FSW,0.11,453,0.0384576894726348,2.8602862394599202,NA,WCA,-2.2072749131897207,-3.258196616740685,-3.258196616740685,-2.0907410969337694,-3.218979906527852,-3.218979906527852,50,403
CIV,74,2014,FSW,0.183,246,0.0384576894726348,4.75847619837424,NA,WCA,-1.6982691261407161,-3.258196616740685,-3.258196616740685,-1.496152942018582,-3.218979906527852,-3.218979906527852,45,201
CIV,75,2014,FSW,0.024,207,0.0121558585403742,1.97435663801837,NA,WCA,-3.7297014486341915,-4.409944041016179,-4.409944041016179,-3.7054087560651467,-4.397713695778742,-4.397713695778742,5,202
CIV,76,2017,FSW,0.122,1800,0.0327190486229151,3.72871477426016,NA,WCA,-2.1037342342488805,-3.419797843987091,-3.419797843987091,-1.9736255489018601,-3.3865315574296013,-3.3865315574296013,220,1580
CIV,77,2019,FSW,0.155,135,0.0292829166537682,5.29318857928909,NA,WCA,-1.8643301620628905,-3.530750982357938,-3.530750982357938,-1.6959115104379272,-3.50103076293596,-3.50103076293596,21,114
CIV,78,2019,FSW,0.024,212,0.00925586007308269,2.59295190403702,NA,WCA,-3.7297014486341915,-4.682498406633435,-4.682498406633435,-3.7054087560651467,-4.673199444919508,-4.673199444919508,5,207
CIV,79,2019,FSW,0.075,347,0.0292829166537682,2.56122028030117,NA,WCA,-2.5902671654458267,-3.530750982357938,-3.530750982357938,-2.512305623976115,-3.50103076293596,-3.50103076293596,26,321
CIV,80,2011,FSW,0.5,96,0.0450219981419676,11.1056821250659,NA,WCA,-0.6931471805599453,-3.100604061059599,-3.100604061059599,0,-3.0545370875892583,-3.0545370875892583,48,48
CMR,12,2010,MSM,0.286,105,0.027490171210424,10.4037183985072,NA,WCA,-1.2517634681622845,-3.5939267487260143,-3.5939267487260143,-0.9148911515197319,-3.566051651909906,-3.566051651909906,30,75
CMR,13,2011,MSM,0.288,257,0.00954153796001875,30.1838132601669,NA,WCA,-1.2447947988461912,-4.652100594773151,-4.652100594773151,-0.9051174312760298,-4.642513244694871,-4.642513244694871,74,183
CMR,14,2011,MSM,0.372,462,0.0282051179194602,13.189095718807,NA,WCA,-0.9888614247089905,-3.568251830999072,-3.568251830999072,-0.5236463121950522,-3.5396413075420026,-3.5396413075420026,172,290
CMR,15,2011,MSM,0.478,205,0.0282051179194602,16.9472789074994,NA,WCA,-0.7381445464906811,-3.568251830999072,-3.568251830999072,-0.0880568553911828,-3.5396413075420026,-3.5396413075420026,98,107
CMR,16,2011,MSM,0.443,239,0.0362223523594236,12.2300174103615,NA,WCA,-0.8141855089370014,-3.318078882213279,-3.318078882213279,-0.22899546988214825,-3.2811842152620017,-3.2811842152620017,106,133
CMR,17,2011,MSM,0.242,272,0.026806395965708,9.0276962374792,NA,WCA,-1.4188175528254507,-3.619114764502139,-3.619114764502139,-1.1417456594856852,-3.5919425243098404,-3.5919425243098404,66,206
CMR,18,2013,MSM,0.062,259,0.0337155475378062,1.83891422586205,NA,WCA,-2.7806208939370456,-3.389796196743384,-3.389796196743384,-2.716615563961133,-3.355499172874255,-3.355499172874255,16,243
CMR,19,2013,MSM,0.18,250,0.0249512320053382,7.21407263422864,NA,WCA,-1.7147984280919266,-3.6908320790322398,-3.6908320790322398,-1.5163474893680886,-3.665564288253132,-3.665564288253132,45,205
CMR,20,2013,MSM,0.001,152,0.0297879492856681,0,NA,WCA,-6.907755278982137,-3.5136513536439793,-3.5136513536439793,-6.906754778648554,-3.4834107312516562,-3.4834107312516562,0,152
CMR,21,2013,MSM,0.001,250,0.0426423836522157,0,NA,WCA,-6.907755278982137,-3.154906598899572,-3.154906598899572,-6.906754778648554,-3.1113283263615386,-3.1113283263615386,0,250
CMR,22,2013,MSM,0.127,252,0.0228620225074494,5.5550640788066,NA,WCA,-2.0635681925235456,-3.778278150887328,-3.778278150887328,-1.927748469381011,-3.7551507396598316,-3.7551507396598316,32,220
CMR,23,2013,MSM,0.01,252,0.0317055001402595,0.315402688989664,NA,WCA,-4.605170185988091,-3.4512651071474507,-3.4512651071474507,-4.59511985013459,-3.4190461045639817,-3.4190461045639817,3,249
CMR,24,2013,MSM,0.085,191,0.0399319414223805,2.12862177425614,NA,WCA,-2.4651040224918206,-3.22057873844331,-3.22057873844331,-2.3762728087852047,-3.179827635761856,-3.179827635761856,16,175
CMR,25,2016,MSM,0.206,1323,0.0224016388535482,9.19575578138436,NA,WCA,-1.579879110192556,-3.798621159692602,-3.798621159692602,-1.3492072924575549,-3.77596479272137,-3.77596479272137,273,1050
CMR,31,2004,FSW,0.231,219,0.072222588966794607,3.19844529675066,NA,WCA,-1.4653375684603434,-2.628002415439795,-2.628002415439795,-1.2026732589838505,-2.5530389816727106,-2.5530389816727106,51,168
CMR,32,2004,FSW,0.225,275,0.0568821973119882,3.95554339727626,NA,WCA,-1.491654876777717,-2.866772863572463,-2.866772863572463,-1.2367626271489267,-2.8082087827386015,-2.8082087827386015,62,213
CMR,33,2004,FSW,0.527,68,0.0646281384033214,8.15434287633629,NA,WCA,-0.6405547304407747,-2.739105384031791,-2.739105384031791,0.10810516004942952,-2.6722942682091384,-2.6722942682091384,36,32
CMR,34,2004,FSW,0.58,50,0.0925619832304629,6.26607144485985,NA,WCA,-0.5447271754416722,-2.3798767698951555,-2.3798767698951555,0.32277339226305085,-2.2827467536389996,-2.2827467536389996,29,21
CMR,35,2004,FSW,0.385,52,0.0471388449278466,8.16736177115292,NA,WCA,-0.9545119446943529,-3.054657884789914,-3.054657884789914,-0.46837893351873355,-3.006371806373669,-3.006371806373669,20,32
CMR,36,2004,FSW,0.196,50,0.0613846638731571,3.19297993396212,NA,WCA,-1.6296406197516198,-2.79059524908059,-2.79059524908059,-1.411484609948449,-2.7272457126890632,-2.7272457126890632,10,40
CMR,37,2004,FSW,0.2,50,0.0710145361569162,2.81632480930486,NA,WCA,-1.6094379124341003,-2.644870688291637,-2.644870688291637,-1.3862943611198906,-2.5712085008998273,-2.5712085008998273,10,40
CMR,38,2004,FSW,0.121,58,0.024940503305062,4.85154603818447,NA,WCA,-2.111964733385396,-3.6912621582978664,-3.6912621582978664,-1.9829943520884359,-3.6660053707030134,-3.6660053707030134,7,51
CMR,41,2009,FSW,0.333,114,0.0658944571927823,5.0535358235939,NA,WCA,-1.0996127890016931,-2.719700950377041,-2.719700950377041,-0.6946475559351799,-2.6515351041038886,-2.6515351041038886,38,76
CMR,42,2009,FSW,0.316,171,0.0518981882182249,6.08884454060828,NA,WCA,-1.152013065395225,-2.9584713985097095,-2.9584713985097095,-0.7722157040356383,-2.9051780124102917,-2.9051780124102917,54,117
CMR,43,2009,FSW,0.488,41,0.0589654311814389,8.27603547065407,NA,WCA,-0.7174398731289899,-2.830803918969036,-2.830803918969036,-0.048009219186360606,-2.7700285151552886,-2.7700285151552886,20,21
CMR,44,2009,FSW,0.531,49,0.0844517169616147,6.28761639317946,NA,WCA,-0.6329932577401982,-2.4715753048324003,-2.4715753048324003,0.12415925279565966,-2.3833431281026964,-2.3833431281026964,26,23
CMR,45,2009,FSW,0.333,39,0.0430085468224257,7.74264709233016,NA,WCA,-1.0996127890016931,-3.146356419727159,-3.146356419727159,-0.6946475559351799,-3.1023956013091665,-3.1023956013091665,13,26
CMR,46,2009,FSW,0.512,77,0.0560061493744401,9.14185327359186,NA,WCA,-0.6694306539426292,-2.882293784017834,-2.882293784017834,0.04800921918636066,-2.824658156992141,-2.824658156992141,39,38
CMR,47,2009,FSW,0.369,19,0.0853586351410551,4.32293697515462,NA,WCA,-0.9969586349416099,-2.460893661560531,-2.460893661560531,-0.5365092185006859,-2.3716704200472245,-2.3716704200472245,7,12
CMR,48,2009,FSW,0.25,16,0.0853586351410551,2.92881908885815,NA,WCA,-1.3862943611198906,-2.460893661560531,-2.460893661560531,-1.0986122886681098,-2.3716704200472245,-2.3716704200472245,4,12
CMR,49,2009,FSW,0.391,23,0.0647922537782281,6.03467200474799,NA,WCA,-0.9390477189967712,-2.736569223228881,-2.736569223228881,-0.44311070772453126,-2.6695826373277116,-2.6695826373277116,9,14
CMR,50,2009,FSW,0.366,93,0.0227552203668225,16.084221295155402,NA,WCA,-1.0051219455807707,-3.7829606932351116,-3.7829606932351116,-0.5494156210358597,-3.7599425770168384,-3.7599425770168384,34,59
CMR,51,2011,FSW,0.269,454,0.0173482464644096,15.5058899210281,NA,WCA,-1.313043899380298,-4.054263846030758,-4.054263846030758,-0.9997020801479393,-4.03676335538963,-4.03676335538963,122,332
CMR,52,2011,FSW,0.359,998,0.0487913912942004,7.35785536090405,NA,WCA,-1.0244328904938582,-3.02020138959047,-3.02020138959047,-0.5797070684323912,-2.970179506307491,-2.970179506307491,358,640
CMR,53,2011,FSW,0.434,43,0.0487913912942004,8.89501177334919,NA,WCA,-0.8347107448817322,-3.02020138959047,-3.02020138959047,-0.2655495441027782,-2.970179506307491,-2.970179506307491,19,24
CMR,54,2011,FSW,0.292,250,0.0408618002904401,7.14603854760445,NA,WCA,-1.2310014767138553,-3.1975596305916603,-3.1975596305916603,-0.8856902914254381,-3.1558395242538215,-3.1558395242538215,73,177
CMR,55,2013,FSW,0.072,310,0.0592840829853416,1.21449124915709,NA,WCA,-2.631089159966082,-2.8254144240952224,-2.8254144240952224,-2.5563656137701454,-2.7643003443418666,-2.7643003443418666,22,288
CMR,56,2013,FSW,0.049,301,0.0466918862100458,1.04943286676343,NA,WCA,-3.0159349808715104,-3.0641848722278904,-3.0641848722278904,-2.9656937644347634,-3.0163677539751452,-3.0163677539751452,15,286
CMR,57,2013,FSW,0.025,211,0.053050160276755,0.471252110636021,NA,WCA,-3.6888794541139363,-2.9365173926872177,-2.9365173926872177,-3.6635616461296463,-2.882008237931037,-2.882008237931037,5,206
CMR,58,2013,FSW,0.109,267,0.0759797228765296,1.4345932819093,NA,WCA,-2.2164073967529934,-2.577288778550583,-2.577288778550583,-2.1009965452416655,-2.4982675159081644,-2.4982675159081644,29,238
CMR,59,2013,FSW,0.032,256,0.0386940323590513,0.827000910710579,NA,WCA,-3.4420193761824103,-3.252069893445339,-3.252069893445339,-3.4094961844768505,-3.212607357401846,-3.212607357401846,8,248
CMR,60,2013,FSW,0.001,303,0.0503877465367061,0,NA,WCA,-6.907755278982137,-2.9880072577360153,-2.9880072577360153,-6.906754778648554,-2.936305725781683,-2.936305725781683,0,303
CMR,61,2013,FSW,0.065,169,0.0767956611951892,0.846401984023439,NA,WCA,-2.7333680090865,-2.566607135278712,-2.566607135278712,-2.66615925939305,-2.486702451784612,-2.486702451784612,11,158
CMR,62,2016,FSW,0.243,2255,0.0419728474233581,5.78945711137933,NA,WCA,-1.4146938356415886,-3.170732359683533,-3.170732359683533,-1.1363018100969002,-3.1278532012524822,-3.1278532012524822,548,1707
CMR,68,2012,FSW,0.275,454,0.0168624352083978,16.3084392379485,NA,WCA,-1.2909841813155656,-4.082666899804181,-4.082666899804181,-0.9694005571881034,-4.065660675014814,-4.065660675014814,125,329
CMR,69,2012,FSW,0.368,998,0.0474250625914221,7.75961021222903,NA,WCA,-0.9996723408132061,-3.048604443363889,-3.048604443363889,-0.5408064559779265,-3.0000179427326374,-3.0000179427326374,367,631
CMR,70,2012,FSW,0.369,994,0.0474250625914221,7.78069610954487,NA,WCA,-0.9969586349416099,-3.048604443363889,-3.048604443363889,-0.5365092185006859,-3.0000179427326374,-3.0000179427326374,367,627
CMR,71,2012,FSW,0.445,544,0.0474250625914221,9.38322430554869,NA,WCA,-0.8096809968158968,-3.048604443363889,-3.048604443363889,-0.22089383158019413,-3.0000179427326374,-3.0000179427326374,242,302
CMR,72,2012,FSW,0.001,4,0.0474250625914221,0,NA,WCA,-6.907755278982137,-3.048604443363889,-3.048604443363889,-6.906754778648554,-3.0000179427326374,-3.0000179427326374,0,4
COG,1,2012,MSM,0.202,99,0.0113574903406573,17.7856193526209,NA,WCA,-1.5994875815809322,-4.477877810812495,-4.477877810812495,-1.373840900048604,-4.46645533163647,-4.46645533163647,20,79
COG,2,2012,MSM,0.261,153,0.0211621589586342,12.3333352003536,NA,WCA,-1.3432348716594436,-3.855540647015563,-3.855540647015563,-1.0407775136255082,-3.834151359501723,-3.834151359501723,40,113
COG,3,2012,MSM,0.37,54,0.0211621589586342,17.484038406631502,NA,WCA,-0.9942522733438669,-3.855540647015563,-3.855540647015563,-0.5322168137473082,-3.834151359501723,-3.834151359501723,20,34
COG,4,2018,MSM,0.322,87,0.0103848101275284,31.0068259357418,NA,WCA,-1.1332037334377287,-4.5674111051598265,-4.5674111051598265,-0.7445957423959871,-4.5569719966455136,-4.5569719966455136,28,59
COG,5,2018,MSM,0.412,182,0.0193497855672638,21.2922256201653,NA,WCA,-0.8867319296326107,-3.945073941362902,-3.945073941362902,-0.35570359854910066,-3.925534498152144,-3.925534498152144,75,107
COG,6,2018,MSM,0.495,95,0.0193497855672638,25.5816788397618,NA,WCA,-0.7031975164134467,-3.945073941362902,-3.945073941362902,-0.020000666706669543,-3.925534498152144,-3.925534498152144,47,48
COG,14,2012,FSW,0.102,442,0.0452768924810475,2.25280478431015,NA,WCA,-2.282782465697866,-3.094958476394415,-3.094958476394415,-2.1751972550179284,-3.048624556081616,-3.048624556081616,45,397
COG,15,2012,FSW,0.038,314,0.0215140778987227,1.76628532158731,NA,WCA,-3.270169119255751,-3.8390477721402294,-3.8390477721402294,-3.231428290939321,-3.8172988926666864,-3.8172988926666864,12,302
COG,16,2012,FSW,0.075,756,0.0452768924810475,1.6564741061104,NA,WCA,-2.5902671654458267,-3.094958476394415,-3.094958476394415,-2.512305623976115,-3.048624556081616,-3.048624556081616,57,699
COG,17,2018,FSW,0.115,393,0.0465179503887754,2.47216395045103,NA,WCA,-2.162823150618887,-3.067917011013048,-3.067917011013048,-2.0406555166446796,-3.0202823311062637,-3.0202823311062637,45,348
COG,18,2018,FSW,0.035,286,0.022103787462268,1.5834390400173,NA,WCA,-3.3524072174927233,-3.81200630675886,-3.81200630675886,-3.316780039849572,-3.789654570030628,-3.789654570030628,10,276
COG,19,2018,FSW,0.081,679,0.0465179503887754,1.74126330423073,NA,WCA,-2.513306124309698,-3.067917011013048,-3.067917011013048,-2.428836967683248,-3.0202823311062637,-3.0202823311062637,55,624
KEN,7,2007,MSM,0.123,171,0.0365557335183168,3.36472526090521,NA,ESA,-2.0955709236097197,-3.3089172372826123,-3.3089172372826123,-1.9643226369997655,-3.2716765996262738,-3.2716765996262738,21,150
KEN,8,2007,MSM,0.245,285,0.0365557335183168,6.70209503188437,NA,ESA,-1.40649706843741,-3.3089172372826123,-3.3089172372826123,-1.1254595387042978,-3.2716765996262738,-3.2716765996262738,70,215
KEN,9,2007,MSM,0.43,114,0.0365557335183168,11.7628606682052,NA,ESA,-0.843970070294529,-3.3089172372826123,-3.3089172372826123,-0.2818511521409879,-3.2716765996262738,-3.2716765996262738,49,65
KEN,10,2010,MSM,0.122,290,0.0481163011882254,2.53552324237788,NA,ESA,-2.1037342342488805,-3.034134257242639,-3.034134257242639,-1.9736255489018601,-2.9848218404754197,-2.9848218404754197,35,255
KEN,11,2010,MSM,0.182,563,0.0481163011882254,3.78250188617028,NA,ESA,-1.7037485919053417,-3.034134257242639,-3.034134257242639,-1.5028556495259517,-2.9848218404754197,-2.9848218404754197,102,461
KEN,12,2010,MSM,0.263,273,0.0481163011882254,5.46592305529002,NA,ESA,-1.3356012468043725,-3.034134257242639,-3.034134257242639,-1.030433860011572,-2.9848218404754197,-2.9848218404754197,72,201
KEN,13,2011,MSM,0.122,158,0.0169432663520969,7.20050062748976,NA,ESA,-2.1037342342488805,-4.077884789449482,-4.077884789449482,-1.9736255489018601,-4.060796343748571,-4.060796343748571,19,139
KEN,14,2011,MSM,0.182,569,0.0404627851749159,4.49796026677935,NA,ESA,-1.7037485919053417,-3.207372611872846,-3.207372611872846,-1.5028556495259517,-3.1660684332299716,-3.1660684332299716,104,465
KEN,15,2011,MSM,0.245,411,0.0404627851749159,6.0549465129722,NA,ESA,-1.40649706843741,-3.207372611872846,-3.207372611872846,-1.1254595387042978,-3.1660684332299716,-3.1660684332299716,101,310
KEN,18,2011,PWID,0.16,590,0.0404627851749159,3.95425078398184,NA,ESA,-1.8325814637483102,-3.207372611872846,-3.207372611872846,-1.6582280766035322,-3.1660684332299716,-3.1660684332299716,94,496
KEN,19,2011,PWID,0.183,646,0.0404627851749159,4.52267433417923,NA,ESA,-1.6982691261407161,-3.207372611872846,-3.207372611872846,-1.496152942018582,-3.1660684332299716,-3.1660684332299716,118,528
KEN,20,2011,PWID,0.445,56,0.0404627851749159,10.9977599929495,NA,ESA,-0.8096809968158968,-3.207372611872846,-3.207372611872846,-0.22089383158019413,-3.1660684332299716,-3.1660684332299716,25,31
KEN,22,2011,PWID,0.187,263,0.0470246660606622,3.9766364264824,NA,ESA,-1.6766466621275504,-3.0570830051352558,-3.0570830051352558,-1.469622492693224,-3.008916746932318,-3.008916746932318,49,214
KEN,24,2010,FSW,0.231,572,0.0818348220860945,2.8227592375893,NA,ESA,-1.4653375684603434,-2.5030524280830533,-2.5030524280830533,-1.2026732589838505,-2.4176744559036085,-2.4176744559036085,132,440
KEN,25,2014,FSW,0.706,428,0.0449736486061503,15.6980814739468,NA,ESA,-0.34814004148889505,-3.1016785472645667,-3.1016785472645667,0.8760354701545602,-3.055662201465043,-3.055662201465043,302,126
KEN,26,2011,FSW,0.293,596,0.0682809879079494,4.29109198588335,NA,ESA,-1.2275826699650698,-2.6841239126785874,-2.6841239126785874,-0.8808580568795056,-2.613399913753425,-2.613399913753425,175,421
MLI,12,2006,MSM,0.17,417,0.0246582631914773,6.89424063162558,NA,WCA,-1.7719568419318752,-3.702643213917774,-3.702643213917774,-1.5856272637403817,-3.677675843813749,-3.677675843813749,71,346
MLI,14,2015,MSM,0.105,362,0.00548484564078404,19.1436563354207,NA,WCA,-2.2537949288246137,-5.205766327714013,-5.205766327714013,-2.142863368117332,-5.200266385078949,-5.200266385078949,38,324
MLI,15,2015,MSM,0.137,548,0.00857488301511971,15.9768943504458,NA,WCA,-1.987774353154012,-4.7589179285748315,-4.7589179285748315,-1.840433765255303,-4.750306069722963,-4.750306069722963,75,473
MLI,16,2015,MSM,0.199,186,0.00857488301511971,23.2073136915235,NA,WCA,-1.6144504542576446,-4.7589179285748315,-4.7589179285748315,-1.3925561223438667,-4.750306069722963,-4.750306069722963,37,149
MLI,17,2019,MSM,0.126,1031,0.00695418279324231,18.1185918958644,NA,WCA,-2.071473372030659,-4.968411959684662,-4.968411959684662,-1.9367984687040574,-4.961433483871346,-4.961433483871346,130,901
MLI,18,2019,MSM,0.184,418,0.00695418279324231,26.4588961018973,NA,WCA,-1.6928195213731514,-4.968411959684662,-4.968411959684662,-1.4894785973551214,-4.961433483871346,-4.961433483871346,77,341
MLI,19,2019,MSM,0.086,613,0.0044481795391815,19.3337519860596,NA,WCA,-2.4534079827286295,-5.4152603588238435,-5.4152603588238435,-2.3634832752006423,-5.410802256698158,-5.410802256698158,53,560
MLI,20,2019,MSM,0.001,72,0.00313215356870938,0,NA,WCA,-6.907755278982137,-5.766034469900643,-5.766034469900643,-6.906754778648554,-5.762897400872278,-5.762897400872278,0,72
MLI,21,2019,MSM,0.147,163,0.00560101510076489,26.245242577533,NA,WCA,-1.9173226922034008,-5.184807429674361,-5.184807429674361,-1.7583269607129428,-5.179190670070862,-5.179190670070862,24,139
MLI,22,2019,MSM,0.148,149,0.00422928341442909,34.9941078659015,NA,WCA,-1.9105430052180221,-5.465722705847014,-5.465722705847014,-1.7503742530652007,-5.46148445371706,-5.46148445371706,22,127
MLI,23,2019,MSM,0.147,102,0.00613429050671741,23.963651515856,NA,WCA,-1.9173226922034008,-5.0938608543337,-5.0938608543337,-1.7583269607129428,-5.087707671767762,-5.087707671767762,15,87
MLI,24,2019,MSM,0.073,151,0.00652539237952178,11.1870667316637,NA,WCA,-2.617295837833746,-5.032054192788794,-5.032054192788794,-2.541494124417464,-5.025507416962069,-5.025507416962069,11,140
MLI,25,2019,MSM,0.074,149,0.00653638856934326,11.3212363700457,NA,WCA,-2.6036901857779675,-5.030370472557641,-5.030370472557641,-2.5268091414420097,-5.023812628254084,-5.023812628254084,11,138
MLI,26,2019,MSM,0.192,245,0.0144305375017246,13.3051177045244,NA,WCA,-1.6502599069543555,-4.238408657983317,-4.238408657983317,-1.437066686493314,-4.223872987633909,-4.223872987633909,47,198
MLI,27,2009,FSW,0.277,65,0.0125520325573053,22.068139063166,NA,WCA,-1.2837377727947985,-4.37787266976053,-4.37787266976053,-0.9593917159714261,-4.365241194968168,-4.365241194968168,18,47
MLI,29,2019,FSW,0.091,55,0.00422855199173345,21.520369189713,NA,WCA,-2.396895772465287,-5.4658956632675215,-5.4658956632675215,-2.301485587660629,-5.461658145666525,-5.461658145666525,5,50
MLI,30,2019,FSW,0.066,288,0.00852193242599408,7.74472228841936,NA,WCA,-2.7181005369557116,-4.7651121532958545,-4.7651121532958545,-2.649821696202417,-4.756553701579089,-4.756553701579089,19,269
MLI,31,2019,FSW,0.103,145,0.00679503390974813,15.1581289170958,NA,WCA,-2.2730262907525014,-4.991563240994406,-4.991563240994406,-2.1643268738291606,-4.98474501572465,-4.98474501572465,15,130
MLI,32,2019,FSW,0.094,53,0.00767237792994256,12.2517426615745,NA,WCA,-2.364460496712133,-4.870128681672862,-4.870128681672862,-2.2657445237729754,-4.862426719633913,-4.862426719633913,5,48
MLI,33,2019,FSW,0.113,142,0.00895650321931265,12.6165309421585,NA,WCA,-2.1803674602697964,-4.715375393870489,-4.715375393870489,-2.060457163597239,-4.706378540062073,-4.706378540062073,16,126
MLI,34,2019,FSW,0.074,269,0.00972945190267169,7.60577273419479,NA,WCA,-2.6036901857779675,-4.632597715031523,-4.632597715031523,-2.5268091414420097,-4.622820622749989,-4.622820622749989,20,249
MLI,35,2019,FSW,0.096,301,0.0267621840436921,3.58715117732058,NA,WCA,-2.3434070875143007,-3.6207654310699975,-3.6207654310699975,-2.2424811689243405,-3.593638619575129,-3.593638619575129,29,272
MLI,36,2019,TG,0.117,274,0.0106994729751826,10.9351180447281,NA,WCA,-2.145581344184381,-4.537560793383159,-4.537560793383159,-2.021151265806204,-4.526803669455031,-4.526803669455031,32,242
MLI,41,2019,TG,0.255,34,0.00852193242599408,29.9227906598021,NA,WCA,-1.3664917338237108,-4.7651121532958545,-4.7651121532958545,-1.0721206732211332,-4.756553701579089,-4.756553701579089,9,25
MLI,42,2019,TG,0.139,43,0.00679503390974813,20.4561157230711,NA,WCA,-1.973281345851445,-4.991563240994406,-4.991563240994406,-1.823620571297039,-4.98474501572465,-4.98474501572465,6,37
MLI,43,2019,TG,0.096,39,0.00767237792994256,12.5124180373527,NA,WCA,-2.3434070875143007,-4.870128681672862,-4.870128681672862,-2.2424811689243405,-4.862426719633913,-4.862426719633913,4,35
MLI,44,2019,TG,0.033,36,0.00895650321931265,3.68447363797548,NA,WCA,-3.4112477175156566,-4.715375393870489,-4.715375393870489,-3.377690933986814,-4.706378540062073,-4.706378540062073,1,35
